rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate
1,11 Com,b,Radial Velocity,1,326.03,0.32,-0.32,0.0,1.29,0.05,-0.05,False,0.231,0.005,-0.005,0.0,,,,,19.4,1.5,-1.5,0.0,Msini,,,,,,,,,False,False,False,0,12h20m43.03s,185.179276,+17d47m34.3s,17.792868,110.62,9.61,-11.63,0.0,4.74,,False,False,V (Johnson),4742.0,100.0,-100.0,False,False,2.7,0.3,-0.3,0.0,False,19.0,2.0,-2.0,False,False,2014-05-14
2,11 UMi,b,Radial Velocity,1,516.22,3.25,-3.25,0.0,1.54,0.07,-0.07,False,0.08,0.03,-0.03,0.0,,,,,10.5,2.47,-2.47,0.0,Msini,,,,,,,,,False,False,False,0,15h17m05.89s,229.274536,+71d49m26.0s,71.823898,119.47,6.22,-6.95,0.0,5.016,0.009,False,False,V (Johnson),4340.0,70.0,-70.0,False,False,1.8,0.25,-0.25,0.0,False,24.08,1.84,-1.84,False,False,2014-05-14
3,14 And,b,Radial Velocity,1,185.84,0.23,-0.23,0.0,0.83,,,False,0.0,,,0.0,,,,,4.8,,,0.0,Msini,,,,,,,,,False,False,False,0,23h31m17.42s,352.822571,+39d14m10.3s,39.236198,76.39,3.93,-4.38,0.0,,,,,,4813.0,20.0,-20.0,False,False,2.2,0.1,-0.2,0.0,False,11.0,1.0,-1.0,False,False,2014-05-14
4,14 Her,b,Radial Velocity,1,1773.4,2.5,-2.5,0.0,2.77,0.05,-0.05,False,0.369,0.005,-0.005,0.0,,,,,4.64,0.19,-0.19,0.0,Msini,,,,,,,,,False,False,False,0,16h10m24.31s,242.601303,+43d49m03.5s,43.817646,18.15,0.19,-0.2,0.0,6.61,0.02,False,False,V (Johnson),5311.0,87.0,-87.0,False,False,0.9,0.05,-0.05,0.0,False,,,,,False,2014-05-14
5,16 Cyg B,b,Radial Velocity,1,798.5,1.0,-1.0,0.0,1.681,0.097,-0.097,False,0.681,0.017,-0.017,0.0,,,,,1.68,0.15,-0.15,0.0,Msini,,,,,,,,,False,False,False,0,19h41m51.97s,295.466553,+50d31m03.1s,50.517525,21.41,0.23,-0.23,0.0,6.25,,False,False,V (Johnson),5674.0,,,False,False,0.99,,,0.0,False,,,,,False,2015-09-10
6,18 Del,b,Radial Velocity,1,993.3,3.2,-3.2,0.0,2.6,,,False,0.08,0.01,-0.01,0.0,,,,,10.3,,,0.0,Msini,,,,,,,,,False,False,False,0,20h58m25.94s,314.608063,+10d50m21.4s,10.839286,73.1,3.56,-3.94,0.0,,,,,,4979.0,18.0,-18.0,False,False,2.3,,,0.0,False,8.5,,,False,False,2014-05-14
8,24 Sex,b,Radial Velocity,2,452.8,2.1,-4.5,0.0,1.333,0.004,-0.009,False,0.09,0.14,-0.06,0.0,,,,,1.99,0.26,-0.38,0.0,Msini,,,,,,,,,False,False,False,0,10h23m28.37s,155.86821,-00d54m08.1s,-0.902244,74.79,4.57,-5.21,0.0,6.441,0.01,False,False,V (Johnson),5098.0,44.0,-44.0,False,False,1.54,0.08,-0.08,0.0,False,4.9,0.08,-0.08,False,False,2014-05-14
9,24 Sex,c,Radial Velocity,2,883.0,32.4,-13.8,0.0,2.08,0.05,-0.02,False,0.29,0.16,-0.09,0.0,,,,,0.86,0.35,-0.22,0.0,Msini,,,,,,,,,False,False,False,0,10h23m28.37s,155.86821,-00d54m08.1s,-0.902244,74.79,4.57,-5.21,0.0,6.441,0.01,False,False,V (Johnson),5098.0,44.0,-44.0,False,False,1.54,0.08,-0.08,0.0,False,4.9,0.08,-0.08,False,False,2014-05-14
16,30 Ari B,b,Radial Velocity,1,335.1,2.5,-2.5,0.0,0.995,0.012,-0.012,False,0.289,0.092,-0.092,0.0,,,,,9.88,0.94,-0.94,0.0,Msini,,,,,,,,,False,False,False,0,02h36m57.74s,39.240585,+24d38m53.0s,24.648064,39.43,1.64,-1.79,0.0,,,,,,6300.0,60.0,-60.0,False,False,1.16,0.04,-0.04,0.0,False,1.13,0.03,-0.03,False,False,2014-05-14
17,4 UMa,b,Radial Velocity,1,269.3,1.96,-1.96,0.0,0.87,0.04,-0.04,False,0.432,0.024,-0.024,0.0,,,,,7.1,1.6,-1.6,0.0,Msini,,,,,,,,,False,False,False,0,08h40m12.82s,130.053406,+64d19m40.6s,64.327934,77.4,4.03,-4.5,0.0,4.61,,False,False,V (Johnson),4415.0,70.0,-70.0,False,False,1.23,0.15,-0.15,0.0,False,18.11,1.47,-1.47,False,False,2014-05-14
18,42 Dra,b,Radial Velocity,1,479.1,6.2,-6.2,0.0,1.19,0.01,-0.01,False,0.38,0.06,-0.06,0.0,,,,,3.88,0.85,-0.85,0.0,Msini,,,,,,,,,False,False,False,0,18h25m59.14s,276.496399,+65d33m48.5s,65.563484,97.28,4.34,-4.76,0.0,4.82,,False,False,V (Johnson),4200.0,70.0,-70.0,False,False,0.98,0.05,-0.05,0.0,False,22.03,1.0,-1.0,False,False,2014-05-14
23,51 Peg,b,Radial Velocity,1,4.230785,3.6e-05,-3.6e-05,0.0,0.0527,0.003,-0.003,False,0.013,0.012,-0.012,0.0,,,,,0.472,0.039,-0.039,0.0,Msini,,,,,,,,,False,False,False,0,22h57m27.98s,344.366577,+20d46m07.8s,20.768833,15.36,0.18,-0.18,0.0,5.5,,False,False,V (Johnson),5793.0,70.0,-70.0,False,False,1.12,0.06,-0.06,0.0,False,1.2,,,False,False,2014-05-14
27,55 Cnc,e,Radial Velocity,5,0.736539,7e-06,-7e-06,0.0,0.01544,9e-05,-9e-05,False,,,,,83.3,0.9,-0.8,0.0,0.02542,0.00098,-0.00098,0.0,Mass,0.17,0.007,-0.007,False,6.4,0.8,-0.7,0.0,False,False,False,1,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.53,0.13,-0.13,0.0,5.96,0.01,False,False,V (Johnson),5196.0,24.0,-24.0,False,False,0.91,0.01,-0.01,0.0,False,0.94,0.01,-0.01,False,False,2016-07-07
30,61 Vir,b,Radial Velocity,3,4.215,0.0006,-0.0006,0.0,0.050201,5e-06,-5e-06,False,0.12,0.11,-0.11,0.0,,,,,0.016,0.002,-0.002,0.0,Msini,,,,,,,,,False,False,False,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.52,0.05,-0.05,0.0,4.74,,False,False,V (Johnson),5577.0,33.0,-33.0,False,False,0.94,0.03,-0.03,0.0,False,0.96,0.01,-0.01,False,False,2014-05-14
31,61 Vir,c,Radial Velocity,3,38.021,0.034,-0.034,0.0,0.2175,0.0001,-0.0001,False,0.14,0.06,-0.06,0.0,,,,,0.057,0.003,-0.003,0.0,Msini,,,,,,,,,False,False,False,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.52,0.05,-0.05,0.0,4.74,,False,False,V (Johnson),5577.0,33.0,-33.0,False,False,0.94,0.03,-0.03,0.0,False,0.96,0.01,-0.01,False,False,2014-05-14
32,61 Vir,d,Radial Velocity,3,123.01,0.55,-0.55,0.0,0.476,0.001,-0.001,False,0.35,0.09,-0.09,0.0,,,,,0.072,0.008,-0.008,0.0,Msini,,,,,,,,,False,False,False,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.52,0.05,-0.05,0.0,4.74,,False,False,V (Johnson),5577.0,33.0,-33.0,False,False,0.94,0.03,-0.03,0.0,False,0.96,0.01,-0.01,False,False,2014-05-14
33,7 CMa,b,Radial Velocity,1,796.0,7.4,-7.4,0.0,1.93,0.01,-0.01,False,0.22,0.07,-0.07,0.0,,,,,2.46,0.14,-0.14,0.0,Msini,,,,,,,,,False,False,False,0,06h36m41.04s,99.17099,-19d15m21.2s,-19.255878,19.84,0.27,-0.28,0.0,3.92,,False,False,V (Johnson),4792.0,100.0,-100.0,False,False,1.52,0.3,-0.3,0.0,False,2.3,0.1,-0.1,False,False,2015-10-22
34,70 Vir,b,Radial Velocity,1,116.6926,0.0014,-0.0014,0.0,0.481,0.003,-0.003,False,0.399,0.002,-0.002,0.0,,,,,7.4,0.02,-0.02,0.0,Msini,,,,,,,,,False,False,False,0,13h28m25.81s,202.107544,+13d46m43.6s,13.778788,18.11,0.24,-0.24,0.0,4.98,,False,False,V (Johnson),5439.0,44.0,-44.0,False,False,1.09,0.02,-0.02,0.0,False,1.94,0.05,-0.05,False,False,2015-04-24
36,8 UMi,b,Radial Velocity,1,93.4,4.5,-4.5,0.0,0.49,0.03,-0.03,False,0.06,0.18,-0.18,0.0,,,,,1.5,0.2,-0.2,0.0,Msini,,,,,,,,,False,False,False,0,14h56m48.35s,224.201477,+74d54m03.3s,74.900925,159.1,11.0,-11.0,0.0,6.83,,False,False,V (Johnson),4847.4,7.5,-7.5,False,False,1.8,0.1,-0.1,0.0,False,9.9,0.4,-0.4,False,False,2015-10-15
38,91 Aqr,b,Radial Velocity,1,181.4,0.1,-0.1,0.0,0.7,,,False,0.027,0.026,-0.026,0.0,,,,,3.2,,,0.0,Msini,,,,,,,,,False,False,False,0,23h15m53.50s,348.9729,-09d05m15.9s,-9.087737,45.52,1.77,-1.92,0.0,4.25,,False,False,V (Johnson),4665.0,18.0,-18.0,False,False,1.4,0.1,-0.1,0.0,False,11.0,0.1,-0.1,False,False,2014-05-14
40,BD+14 4559,b,Radial Velocity,1,268.94,0.99,-0.99,0.0,0.777,,,False,0.29,0.03,-0.03,0.0,,,,,1.47,,,0.0,Msini,,,,,,,,,False,False,False,0,21h13m35.99s,318.399963,+14d41m21.8s,14.689387,50.03,3.73,-4.38,0.0,9.63,0.012,False,False,V (Johnson),5008.0,20.0,-20.0,False,False,0.86,0.15,-0.15,0.0,False,0.95,0.2,-0.2,False,False,2014-05-14
41,BD+15 2375,b,Radial Velocity,1,153.22,0.44,-0.44,0.0,0.576,0.027,-0.027,False,0.001,0.25,-0.001,0.0,,,,,1.061,0.27,-0.27,0.0,Msini,,,,,,,,,False,False,False,0,11h45m55.72s,176.482174,+14d36m59.0s,14.616381,774.0,165.0,-165.0,0.0,10.31,0.023,False,False,V (Johnson),4649.0,30.0,-30.0,False,False,1.08,0.14,-0.14,0.0,False,8.95,1.45,-1.45,False,False,2016-02-04
42,BD+15 2940,b,Radial Velocity,1,137.48,0.34,-0.34,0.0,0.539,,,False,0.26,0.1,-0.1,0.0,,,,,1.11,,,0.0,Msini,,,,,,,,,False,False,False,0,16h00m22.94s,240.095566,+15d32m48.9s,15.54693,175.44,,,-1.0,9.046,0.021,False,False,V (Johnson),4796.0,117.0,-117.0,False,False,1.1,0.2,-0.2,0.0,False,14.7,2.8,-2.8,False,False,2014-05-14
43,BD+20 1790,b,Radial Velocity,1,7.78287,0.00077,-0.00076,0.0,0.066,0.005,-0.006,False,0.22,0.07,-0.09,0.0,,,,,6.37,1.35,-1.35,0.0,Msini,,,,,,,,,False,False,False,0,07h23m43.59s,110.931612,+20d24m58.8s,20.416334,25.4,4.0,-4.0,0.0,,,,,,4410.0,,,False,False,0.63,0.09,-0.09,0.0,False,0.71,0.03,-0.03,False,False,2015-03-26
44,BD+20 2457,b,Radial Velocity,2,379.63,2.01,-2.01,0.0,1.45,,,False,0.15,0.03,-0.03,0.0,,,,,21.42,,,0.0,Msini,,,,,,,,,False,False,False,0,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,,,,,9.75,,False,False,V (Johnson),4137.0,10.0,-10.0,False,False,2.8,1.5,-1.5,0.0,False,49.0,26.0,-26.0,False,False,2014-05-14
45,BD+20 2457,c,Radial Velocity,2,621.99,10.2,-10.2,0.0,2.01,,,False,0.18,0.06,-0.06,0.0,,,,,12.47,,,0.0,Msini,,,,,,,,,False,False,False,0,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,,,,,9.75,,False,False,V (Johnson),4137.0,10.0,-10.0,False,False,2.8,1.5,-1.5,0.0,False,49.0,26.0,-26.0,False,False,2014-05-14
50,BD-06 1339,b,Radial Velocity,2,3.8728,0.0004,-0.0004,0.0,0.0428,0.0007,-0.0007,False,0.0,,,0.0,,,,,0.027,0.004,-0.004,0.0,Msini,,,,,,,,,False,False,False,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.1,0.65,-0.69,0.0,9.7,0.009,False,False,V (Johnson),4324.0,100.0,-100.0,False,False,0.7,,,0.0,False,,,,,,2014-05-14
51,BD-06 1339,c,Radial Velocity,2,125.94,0.44,-0.44,0.0,0.435,0.007,-0.007,False,0.31,0.11,-0.11,0.0,,,,,0.17,0.03,-0.03,0.0,Msini,,,,,,,,,False,False,False,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.1,0.65,-0.69,0.0,9.7,0.009,False,False,V (Johnson),4324.0,100.0,-100.0,False,False,0.7,,,0.0,False,,,,,,2014-05-14
52,BD-08 2823,b,Radial Velocity,2,5.6,0.02,-0.02,0.0,0.056,0.002,-0.002,False,0.15,0.15,-0.15,0.0,,,,,0.045,0.007,-0.007,0.0,Msini,,,,,,,,,False,False,False,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,42.09,2.67,-3.06,0.0,9.88,0.043,False,False,V (Johnson),4746.0,63.0,-63.0,False,False,0.74,0.07,-0.07,0.0,False,,,,,,2014-05-14
53,BD-08 2823,c,Radial Velocity,2,237.6,1.5,-1.5,0.0,0.68,0.02,-0.02,False,0.19,0.09,-0.09,0.0,,,,,0.33,0.03,-0.03,0.0,Msini,,,,,,,,,False,False,False,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,42.09,2.67,-3.06,0.0,9.88,0.043,False,False,V (Johnson),4746.0,63.0,-63.0,False,False,0.74,0.07,-0.07,0.0,False,,,,,,2014-05-14
54,BD-10 3166,b,Radial Velocity,1,3.48777,0.00011,-0.00011,0.0,0.0452,0.0026,-0.0026,False,0.019,0.023,-0.023,0.0,,,,,0.458,0.039,-0.039,0.0,Msini,,,,,,,,,False,False,False,0,10h58m28.80s,164.620003,-10d46m13.4s,-10.770376,80.0,10.0,-10.0,0.0,10.08,,False,False,V (Johnson),5393.0,,,False,False,1.01,,,,False,,,,,,2014-08-27
55,BD-11 4672,b,Radial Velocity,1,1667.0,33.0,-31.0,0.0,2.28,0.07,-0.07,False,0.05,0.06,-0.04,0.0,,,,,0.53,0.05,-0.05,0.0,Msini,,,,,,,,,False,False,False,0,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.3,,,0.0,9.99,,False,False,V (Johnson),4475.0,100.0,-100.0,False,False,0.57,0.01,-0.01,0.0,False,0.52,0.02,-0.02,False,False,2015-01-08
56,BD-13 2130,b,Radial Velocity,1,714.3,5.3,-5.3,0.0,2.1,,,False,0.21,0.07,-0.07,0.0,,,,,10.6,,,0.0,Msini,,,,,,,,,False,False,False,0,07h37m09.23s,114.288458,-13d54m23.9s,-13.906639,766.0,,,0.0,9.45,,False,False,V (Johnson),,,,,False,2.4,0.2,-0.2,0.0,False,,,,,False,2015-05-14
57,BD-17 63,b,Radial Velocity,1,655.6,0.6,-0.6,0.0,1.34,0.02,-0.02,False,0.54,0.005,-0.005,0.0,,,,,5.1,0.12,-0.12,0.0,Msini,,,,,,,,,False,False,False,0,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,37.54,1.87,-2.08,0.0,9.566,0.024,False,False,V (Johnson),4714.0,93.0,-93.0,False,False,0.74,0.03,-0.03,0.0,False,0.69,,,False,False,2014-05-14
62,CoRoT-10,b,Transit,1,13.2406,0.0002,-0.0002,0.0,0.1055,0.0021,-0.0021,False,0.53,0.04,-0.04,0.0,88.55,0.2,-0.2,0.0,2.75,0.16,-0.16,0.0,Mass,0.97,0.07,-0.07,False,3.7,0.83,-0.83,0.0,False,False,False,0,19h24m15.29s,291.063708,+00d44m46.1s,0.746143,345.0,70.0,-70.0,0.0,15.22,0.05,False,False,V (Johnson),5075.0,75.0,-75.0,False,False,0.89,0.05,-0.05,0.0,False,0.79,0.05,-0.05,False,False,2014-05-14
64,CoRoT-12,b,Transit,1,2.828042,1.3e-05,-1.3e-05,0.0,0.04016,0.00093,-0.00092,False,0.07,0.063,-0.042,0.0,85.48,0.72,-0.77,0.0,0.917,0.07,-0.065,0.0,Mass,1.44,0.13,-0.13,False,0.411,0.129,-0.094,0.0,False,False,False,0,06h43m03.76s,100.765677,-01d17m47.2s,-1.296439,1150.0,85.0,-85.0,0.0,15.515,0.052,False,False,V (Johnson),5675.0,80.0,-80.0,False,False,1.08,0.08,-0.07,0.0,False,1.12,0.1,-0.09,False,False,2014-05-14
65,CoRoT-13,b,Transit,1,4.03519,3e-05,-3e-05,0.0,0.051,0.0031,-0.0031,False,0.0,,,0.0,88.02,0.34,-0.36,0.0,1.308,0.066,-0.066,0.0,Mass,0.885,0.014,-0.014,False,2.34,0.23,-0.23,0.0,False,False,False,0,06h50m53.07s,102.721137,-05d05m11.2s,-5.086445,1060.0,100.0,-100.0,0.0,15.039,0.041,False,False,V (Johnson),5945.0,90.0,-90.0,False,False,1.09,0.02,-0.02,0.0,False,1.01,0.03,-0.03,False,False,2014-05-14
66,CoRoT-14,b,Transit,1,1.51214,0.00013,-0.00013,0.0,0.027,0.002,-0.002,False,0.0,,,0.0,79.6,0.8,-0.8,0.0,7.6,0.6,-0.6,0.0,Mass,1.09,0.07,-0.07,False,7.3,1.5,-1.5,0.0,False,False,False,0,06h53m41.81s,103.424211,-05d32m09.7s,-5.536037,1340.0,110.0,-110.0,0.0,16.033,0.07,False,False,V (Johnson),6035.0,100.0,-100.0,False,False,1.13,0.09,-0.09,0.0,False,1.21,0.08,-0.08,False,False,2014-05-14
67,CoRoT-16,b,Transit,1,5.35227,0.0002,-0.0002,0.0,0.0618,0.0015,-0.0015,False,0.33,0.09,-0.1,0.0,85.01,0.94,-1.2,0.0,0.535,0.085,-0.083,0.0,Mass,1.17,0.16,-0.14,False,0.44,0.21,-0.14,0.0,False,False,False,0,18h34m05.93s,278.524691,-06d00m09.3s,-6.002595,840.0,90.0,-90.0,0.0,15.63,,False,False,V (Johnson),5650.0,100.0,-100.0,False,False,1.1,0.08,-0.08,0.0,False,1.19,0.14,-0.13,False,False,2014-05-14
69,CoRoT-18,b,Transit,1,1.9000693,2.8e-06,-2.8e-06,0.0,0.0295,0.0016,-0.0016,False,0.08,,,1.0,86.5,1.4,-0.9,0.0,3.47,0.38,-0.38,0.0,Mass,1.31,0.18,-0.18,False,2.2,0.8,-0.8,0.0,False,False,False,0,06h32m41.38s,98.17241,-00d01m53.7s,-0.031586,870.0,90.0,-90.0,0.0,15.0,0.1,False,False,V (Johnson),5440.0,100.0,-100.0,False,False,0.95,0.15,-0.15,0.0,False,1.0,0.13,-0.13,False,False,2014-05-14
70,CoRoT-19,b,Transit,1,3.89713,2e-05,-2e-05,0.0,0.0518,0.0008,-0.0008,False,0.047,0.045,-0.045,0.0,88.0,0.7,-0.7,0.0,1.11,0.06,-0.06,0.0,Mass,1.29,0.03,-0.03,False,0.71,0.06,-0.06,0.0,False,False,False,0,06h28m08.06s,97.033582,-00d10m14.5s,-0.170681,770.0,160.0,-160.0,0.0,14.007,,False,False,V (Johnson),6090.0,70.0,-70.0,False,False,1.21,0.05,-0.05,0.0,False,1.65,0.04,-0.04,False,False,2014-05-14
71,CoRoT-2,b,Transit,1,1.7429935,1e-06,-1e-06,0.0,0.02798,0.00076,-0.0008,False,0.0143,0.0077,-0.0076,0.0,88.08,0.18,-0.16,0.0,3.47,0.22,-0.22,0.0,Mass,1.466,0.042,-0.044,False,1.47,0.08,-0.074,0.0,False,False,False,0,19h27m06.49s,291.777056,+01d23m01.4s,1.383714,200.0,,,0.0,12.57,,False,False,V (Johnson),5625.0,120.0,-120.0,False,False,0.96,0.08,-0.08,0.0,False,0.91,0.03,-0.03,False,False,2014-05-14
72,CoRoT-20,b,Transit,1,9.24285,0.0003,-0.0003,0.0,0.0902,0.0021,-0.0021,False,0.562,0.013,-0.013,0.0,88.21,0.53,-0.53,0.0,4.24,0.23,-0.23,0.0,Mass,0.84,0.04,-0.04,False,8.87,1.1,-1.1,0.0,False,False,False,1,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,1230.0,120.0,-120.0,0.0,14.66,,False,False,V (Johnson),5880.0,90.0,-90.0,False,False,1.14,0.08,-0.08,0.0,False,1.02,0.05,-0.05,False,False,2014-05-14
73,CoRoT-22,b,Transit,1,9.75598,0.00011,-0.00011,0.0,0.092,0.0014,-0.0014,False,0.077,0.3,-0.042,0.0,89.749,0.032,-0.9,0.0,0.038,0.044,-0.028,0.0,Mass,0.435,0.015,-0.035,False,0.249,1.0,-0.097,0.0,False,False,False,0,18h42m40.11s,280.667115,+06d13m08.9s,6.219136,592.0,25.0,-42.0,0.0,13.944,0.083,False,False,V (Johnson),5939.0,54.0,-120.0,False,False,1.1,0.05,-0.05,0.0,False,1.14,0.04,-0.09,False,False,2014-08-21
74,CoRoT-23,b,Transit,1,3.6313,0.0001,-0.0001,0.0,0.048,0.004,-0.004,False,0.16,0.02,-0.02,0.0,85.7,2.6,-1.5,0.0,2.8,0.3,-0.3,0.0,Mass,1.05,0.13,-0.13,False,3.0,1.1,-1.1,0.0,False,False,False,0,18h39m07.83s,279.782615,+04d21m28.1s,4.357806,600.0,50.0,-50.0,0.0,15.63,0.07,False,False,V (Johnson),5900.0,100.0,-100.0,False,False,1.14,0.08,-0.08,0.0,False,1.61,0.18,-0.18,False,False,2014-05-14
75,CoRoT-24,b,Transit,2,5.1134,0.0006,-0.0006,0.0,0.056,0.002,-0.002,False,0.0,,,0.0,86.5,2.0,-2.0,0.0,0.018,,,1.0,Mass,0.33,0.04,-0.04,False,0.9,,,1.0,False,False,False,0,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600.0,70.0,-70.0,0.0,,,,,,4950.0,150.0,-150.0,False,False,0.91,0.09,-0.09,0.0,False,0.86,0.09,-0.09,False,False,2014-06-11
76,CoRoT-24,c,Transit,2,11.759,0.0063,-0.0063,0.0,0.098,0.003,-0.003,False,0.0,,,0.0,89.0,1.0,-1.6,0.0,0.088,0.035,-0.035,0.0,Mass,0.44,0.04,-0.04,False,1.3,0.5,-0.4,0.0,False,False,False,0,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600.0,70.0,-70.0,0.0,,,,,,4950.0,150.0,-150.0,False,False,0.91,0.09,-0.09,0.0,False,0.86,0.09,-0.09,False,False,2014-06-11
77,CoRoT-25,b,Transit,1,4.86069,6e-05,-6e-05,0.0,0.0578,0.002,-0.0009,False,0.0,,,0.0,84.5,0.8,-0.3,0.0,0.27,0.04,-0.04,0.0,Mass,1.08,0.3,-0.1,False,0.15,0.15,-0.06,0.0,False,False,False,0,18h42m31.12s,280.629662,+06d30m49.8s,6.513829,1000.0,85.0,-25.0,0.0,,,,,,6040.0,90.0,-90.0,False,False,1.09,0.11,-0.05,0.0,False,1.19,0.14,-0.03,False,False,2014-05-14
78,CoRoT-26,b,Transit,1,4.20474,5e-05,-5e-05,0.0,0.0526,0.001,-0.001,False,0.0,,,0.0,86.8,2.2,-1.0,0.0,0.52,0.05,-0.05,0.0,Mass,1.26,0.13,-0.07,False,0.28,0.09,-0.07,0.0,False,False,False,0,18h39m00.12s,279.750514,+06d58m11.2s,6.969787,1670.0,205.0,-110.0,0.0,,,,,,5590.0,100.0,-100.0,False,False,1.09,0.06,-0.06,0.0,False,1.79,0.18,-0.09,False,False,2014-05-14
81,CoRoT-29,b,Transit,1,2.85057,6e-06,-6e-06,0.0,0.0386,0.0059,-0.0059,False,0.082,0.081,-0.081,0.0,87.3,2.7,-2.7,0.0,0.85,0.2,-0.2,0.0,Mass,0.9,0.16,-0.16,False,1.45,0.74,-0.74,0.0,False,False,False,0,18h35m36.50s,278.902103,+06d28m46.7s,6.479651,765.0,50.0,-50.0,0.0,,,,,,5260.0,100.0,-100.0,False,False,0.97,0.14,-0.14,0.0,False,0.9,0.12,-0.12,False,False,2015-04-16
83,CoRoT-4,b,Transit,1,9.20205,0.00037,-0.00037,0.0,0.09,0.001,-0.001,False,0.0,0.1,-0.1,0.0,90.0,0.0,-0.085,0.0,0.72,0.08,-0.08,0.0,Mass,1.19,0.06,-0.05,False,0.525,0.15,-0.15,0.0,False,False,False,0,06h48m46.72s,102.194663,-00d40m22.0s,-0.672774,,,,,,,,,,6190.0,60.0,-60.0,False,False,1.16,0.03,-0.02,0.0,False,1.17,0.01,-0.03,False,False,2014-05-14
84,CoRoT-5,b,Transit,1,4.0378962,1.9e-06,-1.9e-06,0.0,0.04947,0.00026,-0.00029,False,0.09,0.09,-0.04,0.0,85.83,0.99,-1.38,0.0,0.467,0.047,-0.024,0.0,Mass,1.388,0.046,-0.047,False,0.217,0.031,-0.025,0.0,False,False,False,0,06h45m06.54s,101.277254,+00d48m54.9s,0.815239,,,,,,,,,,6100.0,65.0,-65.0,False,False,1.0,0.02,-0.02,0.0,False,1.19,0.04,-0.04,False,False,2014-05-14
85,CoRoT-6,b,Transit,1,8.886593,4e-06,-4e-06,0.0,0.0855,0.0015,-0.0015,False,0.1,,,1.0,89.07,0.3,-0.3,0.0,2.96,0.34,-0.34,0.0,Mass,1.166,0.035,-0.035,False,2.32,0.31,-0.31,0.0,False,False,False,0,18h44m17.41s,281.072525,+06d39m47.5s,6.663194,,,,,13.912,0.021,False,False,V (Johnson),6090.0,70.0,-70.0,False,False,1.05,0.05,-0.05,0.0,False,1.02,0.03,-0.03,False,False,2014-05-14
86,CoRoT-7,b,Transit,2,0.85359159,5.7e-07,-5.7e-07,0.0,0.017016,0.00017,-3.6e-05,False,0.0,,,0.0,80.78,0.51,-0.23,0.0,0.018,0.003,-0.003,0.0,Mass,0.141,0.006,-0.006,False,7.5,1.4,-1.4,0.0,False,False,False,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,153.7,4.5,-4.5,0.0,11.668,0.008,False,False,V (Johnson),5259.0,58.0,-58.0,False,False,0.91,0.02,-0.02,0.0,False,0.82,0.02,-0.02,False,False,2015-03-05
88,CoRoT-8,b,Transit,1,6.21229,3e-05,-3e-05,0.0,0.063,0.001,-0.001,False,0.0,,,0.0,88.4,0.1,-0.1,0.0,0.22,0.03,-0.03,0.0,Mass,0.57,0.02,-0.02,False,1.6,0.1,-0.1,0.0,False,False,False,0,19h26m21.24s,291.588518,+01d25m35.2s,1.426452,380.0,30.0,-30.0,0.0,14.8,,False,False,V (Johnson),5080.0,80.0,-80.0,False,False,0.88,0.04,-0.04,0.0,False,0.77,0.02,-0.02,False,False,2014-05-14
