rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate
222,HD 10180,e,Radial Velocity,6,49.748,0.025,-0.025,0.0,0.2699,0.0043,-0.0043,False,0.051,0.033,-0.033,0.0,,,,,0.0805,0.0032,-0.0032,0.0,Msini,,,,,,,,,False,False,False,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,1.1,-1.1,0.0,7.321,0.01,False,False,V (Johnson),5911.0,19.0,-19.0,False,False,1.06,0.05,-0.05,0.0,False,1.11,0.04,-0.04,False,False,2015-06-25
223,HD 10180,f,Radial Velocity,6,122.744,0.232,-0.232,0.0,0.4929,0.0078,-0.0078,False,0.119,0.054,-0.054,0.0,,,,,0.0722,0.0047,-0.0047,0.0,Msini,,,,,,,,,False,False,False,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,1.1,-1.1,0.0,7.321,0.01,False,False,V (Johnson),5911.0,19.0,-19.0,False,False,1.06,0.05,-0.05,0.0,False,1.11,0.04,-0.04,False,False,2015-06-25
224,HD 10180,g,Radial Velocity,6,604.67,10.42,-10.42,0.0,1.427,0.028,-0.028,False,0.263,0.152,-0.152,0.0,,,,,0.0732,0.0138,-0.0138,0.0,Msini,,,,,,,,,False,False,False,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,1.1,-1.1,0.0,7.321,0.01,False,False,V (Johnson),5911.0,19.0,-19.0,False,False,1.06,0.05,-0.05,0.0,False,1.11,0.04,-0.04,False,False,2015-06-25
225,HD 10180,h,Radial Velocity,6,2205.0,105.9,-105.9,0.0,3.381,0.121,-0.121,False,0.095,0.086,-0.086,0.0,,,,,0.2066,0.0139,-0.0139,0.0,Msini,,,,,,,,,False,False,False,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,1.1,-1.1,0.0,7.321,0.01,False,False,V (Johnson),5911.0,19.0,-19.0,False,False,1.06,0.05,-0.05,0.0,False,1.11,0.04,-0.04,False,False,2015-06-25
226,HD 101930,b,Radial Velocity,1,70.46,0.18,-0.18,0.0,0.302,,,False,0.11,0.02,-0.02,0.0,,,,,0.3,,,0.0,Msini,,,,,,,,,False,False,False,0,11h43m30.11s,175.875458,-58d00m24.8s,-58.006886,30.5,0.87,-0.92,0.0,8.21,0.0,False,False,V (Johnson),5079.0,62.0,-62.0,False,False,0.74,0.05,-0.05,0.0,False,,,,,False,2014-05-14
227,HD 102117,b,Radial Velocity,1,20.8133,0.0064,-0.0064,0.0,0.1532,0.0088,-0.0088,False,0.121,0.082,-0.082,0.0,,,,,0.172,0.02,-0.02,0.0,Msini,,,,,,,,,False,False,False,1,11h44m50.46s,176.210251,-58d42m13.4s,-58.703709,42.0,1.41,-1.52,0.0,7.47,,False,False,V (Johnson),5695.0,44.0,-44.0,False,False,1.11,,,0.0,False,,,,,False,2014-05-14
229,HD 102272,b,Radial Velocity,1,127.58,0.3,-0.3,0.0,0.614,0.001,-0.001,False,0.05,0.04,-0.04,0.0,,,,,5.9,0.2,-0.2,0.0,Msini,,,,,,,,,False,False,False,0,11h46m23.54s,176.598068,+14d07m26.4s,14.123986,164.2,,,-1.0,8.69,,False,False,V (Johnson),4908.0,35.0,-35.0,False,False,1.9,0.3,-0.3,0.0,False,10.1,4.6,-4.6,False,False,2014-05-14
231,HD 102365,b,Radial Velocity,1,122.1,0.3,-0.3,0.0,0.46,0.04,-0.04,False,0.34,0.14,-0.14,0.0,,,,,0.05,0.008,-0.008,0.0,Msini,,,,,,,,,False,False,False,0,11h46m31.07s,176.629471,-40d30m01.3s,-40.500355,9.24,0.06,-0.06,0.0,4.91,,False,False,V (Johnson),5630.0,,,False,False,0.85,,,0.0,False,,,,,False,2014-05-14
232,HD 102956,b,Radial Velocity,1,6.495,0.0004,-0.0004,0.0,0.081,0.002,-0.002,False,0.048,0.027,-0.027,0.0,,,,,0.96,0.05,-0.05,0.0,Msini,,,,,,,,,False,False,False,0,11h51m22.51s,177.843796,+57d38m26.6s,57.640736,121.07,12.37,-15.55,0.0,7.851,0.01,False,False,V (Johnson),5054.0,44.0,-44.0,False,False,1.68,0.11,-0.11,-1.0,False,4.4,0.1,-0.1,False,False,2014-05-14
233,HD 103197,b,Radial Velocity,1,47.84,0.03,-0.03,0.0,0.249,0.004,-0.004,False,0.0,,,0.0,,,,,0.098,0.006,-0.006,0.0,Msini,,,,,,,,,False,False,False,0,11h52m52.98s,178.220749,-50d17m34.2s,-50.292824,49.33,3.34,-3.86,0.0,9.391,0.017,False,False,V (Johnson),5303.0,58.0,-58.0,False,False,0.9,,,0.0,False,,,,,False,2014-05-14
234,HD 103720,b,Radial Velocity,1,4.5557,0.0001,-0.0001,0.0,0.0498,0.0008,-0.0008,False,0.086,0.024,-0.024,0.0,,,,,0.62,0.025,-0.025,0.0,Msini,,,,,,,,,False,False,False,0,11h56m41.18s,179.1716,-02d46m44.2s,-2.778953,41.6,,,0.0,9.49,,False,False,V (Johnson),5017.0,88.0,-88.0,False,False,0.79,0.04,-0.04,0.0,False,0.73,0.02,-0.02,False,False,2015-01-08
235,HD 103774,b,Radial Velocity,1,5.8881,0.0005,-0.0005,0.0,0.07,0.001,-0.001,False,0.09,0.04,-0.04,0.0,,,,,0.367,0.022,-0.022,0.0,Msini,,,,,,,,,False,False,False,0,11h56m55.59s,179.231628,-12d06m28.5s,-12.107909,53.08,2.27,-2.48,0.0,7.121,0.011,False,False,V (Johnson),6489.0,77.0,-77.0,False,False,1.33,0.03,-0.03,0.0,False,,,,,,2014-05-14
236,HD 104067,b,Radial Velocity,1,55.806,0.049,-0.049,0.0,0.2643,0.0045,-0.0045,False,0.0,,,0.0,,,,,0.186,0.013,-0.013,0.0,Msini,,,,,,,,,False,False,False,0,11h59m10.01s,179.791702,-20d21m13.6s,-20.353781,20.82,0.44,-0.46,0.0,7.93,,False,False,V (Johnson),4969.0,72.0,-72.0,False,False,0.79,0.02,-0.02,0.0,False,,,,,False,2014-05-14
237,HD 10442,b,Radial Velocity,1,1043.0,9.0,-9.0,0.0,2.335,0.014,-0.014,False,0.11,0.06,-0.06,0.0,,,,,2.1,0.15,-0.15,0.0,Msini,,,,,,,,,False,False,False,0,01h41m53.15s,25.471457,+02d42m15.8s,2.704376,,,,,7.84,,False,False,V (Johnson),5034.0,44.0,-44.0,False,False,1.56,0.09,-0.09,0.0,False,,,,,False,2014-12-03
239,HD 106252,b,Radial Velocity,1,1531.0,4.7,-4.7,0.0,2.611,0.026,-0.026,False,0.482,0.011,-0.011,0.0,,,,,6.92,0.16,-0.16,0.0,Msini,,,,,,,,,False,False,False,0,12h13m29.51s,183.372955,+10d02m29.9s,10.041638,37.4,1.3,-1.3,0.0,7.408,0.011,False,False,V (Johnson),5870.0,44.0,-44.0,False,False,1.01,0.02,-0.02,0.0,False,,,,,False,2014-05-14
241,HD 10647,b,Radial Velocity,1,989.2,8.1,-8.1,0.0,2.015,0.011,-0.011,False,0.15,0.08,-0.08,0.0,,,,,0.94,0.08,-0.08,0.0,Msini,,,,,,,,,False,False,False,0,01h42m29.32s,25.622149,-53d44m27.0s,-53.740833,17.35,0.19,-0.19,0.0,5.52,,False,False,V (Johnson),6218.0,20.0,-20.0,False,False,1.11,0.02,-0.02,0.0,False,1.1,0.02,-0.02,False,False,2014-05-14
242,HD 106515 A,b,Radial Velocity,1,3630.0,12.0,-12.0,0.0,4.59,0.01,-0.01,False,0.572,0.011,-0.011,0.0,,,,,9.61,0.14,-0.14,0.0,Msini,,,,,,,,,False,False,False,0,12h15m06.57s,183.777359,-07d15m26.4s,-7.257327,36.36,1.93,-2.16,0.0,7.971,0.014,False,False,V (Johnson),5362.0,29.0,-29.0,False,False,0.97,0.01,-0.01,0.0,False,1.62,0.05,-0.05,False,False,2014-05-14
244,HD 10697,b,Radial Velocity,1,1075.2,1.5,-1.5,0.0,2.131,0.018,-0.018,False,0.099,0.007,-0.007,0.0,,,,,6.21,0.15,-0.15,0.0,Msini,,,,,,,,,False,False,False,0,01h44m55.82s,26.232603,+20d04m59.3s,20.083149,32.6,0.9,-0.9,0.0,6.279,0.01,False,False,V (Johnson),5680.0,44.0,-44.0,False,False,1.11,0.03,-0.03,0.0,False,,,,,False,2014-05-14
245,HD 107148,b,Radial Velocity,1,48.056,0.057,-0.057,0.0,0.269,0.016,-0.016,False,0.05,0.17,-0.17,0.0,,,,,0.21,0.036,-0.036,0.0,Msini,,,,,,,,,False,False,False,0,12h19m13.49s,184.806213,-03d19m11.2s,-3.319789,51.26,2.5,-2.77,0.0,8.01,,False,False,V (Johnson),5797.0,,,False,False,1.12,,,0.0,False,,,,,False,2014-05-14
247,HD 108341,b,Radial Velocity,1,1129.0,6.0,-8.0,0.0,2.0,0.04,-0.04,False,0.85,0.09,-0.08,0.0,,,,,3.5,3.4,-1.2,0.0,Msini,,,,,,,,,False,False,False,0,12h27m31.39s,186.880798,-71d25m22.7s,-71.422974,49.4,,,0.0,9.36,,False,False,V (Johnson),5122.0,79.0,-79.0,False,False,0.84,0.02,-0.02,0.0,False,0.79,0.03,-0.03,False,False,2015-01-08
248,HD 108863,b,Radial Velocity,1,443.4,4.2,-4.2,0.0,1.4,0.03,-0.03,False,0.06,,,0.0,,,,,2.6,0.2,-0.2,0.0,Msini,,,,,,,,,False,False,False,0,12h30m19.91s,187.582962,+21d56m53.7s,21.948244,138.5,18.02,-24.36,0.0,7.89,,False,False,V (Johnson),4956.0,44.0,-44.0,False,False,1.85,0.13,-0.13,0.0,False,5.6,0.1,-0.1,False,False,2014-05-14
249,HD 108874,b,Radial Velocity,2,395.8,0.6,-0.6,0.0,1.038,0.014,-0.014,False,0.082,0.021,-0.021,0.0,,,,,1.29,0.06,-0.06,0.0,Msini,,,,,,,,,False,False,False,0,12h30m26.88s,187.612015,+22d52m47.4s,22.879829,68.5,5.8,-5.8,0.0,,,,,,5551.0,44.0,-44.0,False,False,0.95,0.04,-0.04,0.0,False,,,,,False,2014-05-14
250,HD 108874,c,Radial Velocity,2,1624.0,23.0,-23.0,0.0,2.659,0.06,-0.06,False,0.239,0.031,-0.031,0.0,,,,,0.99,0.06,-0.06,0.0,Msini,,,,,,,,,False,False,False,0,12h30m26.88s,187.612015,+22d52m47.4s,22.879829,68.5,5.8,-5.8,0.0,,,,,,5551.0,44.0,-44.0,False,False,0.95,0.04,-0.04,0.0,False,,,,,False,2014-05-14
251,HD 109246,b,Radial Velocity,1,68.27,0.13,-0.13,0.0,0.33,0.08,-0.08,False,0.12,0.04,-0.04,0.0,,,,,0.77,0.09,-0.09,0.0,Msini,,,,,,,,,False,False,False,0,12h32m07.19s,188.029953,+74d29m22.4s,74.489548,65.6,,,0.0,8.77,,False,False,V (Johnson),5844.0,21.0,-21.0,False,False,1.01,0.11,-0.11,0.0,False,1.02,0.07,-0.07,False,False,2014-05-14
252,HD 109271,b,Radial Velocity,2,7.8543,0.0009,-0.0009,0.0,0.079,0.001,-0.001,False,0.25,0.08,-0.08,0.0,,,,,0.054,0.004,-0.004,0.0,Msini,,,,,,,,,False,False,False,0,12h33m35.56s,188.398148,-11d37m18.7s,-11.621868,56.92,2.89,-3.22,0.0,8.055,0.013,False,False,V (Johnson),5783.0,62.0,-62.0,False,False,1.05,0.02,-0.02,0.0,False,,,,,,2014-05-14
253,HD 109271,c,Radial Velocity,2,30.93,0.02,-0.02,0.0,0.196,0.003,-0.003,False,0.15,0.09,-0.09,0.0,,,,,0.076,0.007,-0.007,0.0,Msini,,,,,,,,,False,False,False,0,12h33m35.56s,188.398148,-11d37m18.7s,-11.621868,56.92,2.89,-3.22,0.0,8.055,0.013,False,False,V (Johnson),5783.0,62.0,-62.0,False,False,1.05,0.02,-0.02,0.0,False,,,,,,2014-05-14
256,HD 111232,b,Radial Velocity,1,1143.0,14.0,-14.0,0.0,1.97,,,False,0.2,0.01,-0.01,0.0,,,,,6.8,,,0.0,Msini,,,,,,,,,False,False,False,0,12h48m51.75s,192.215637,-68d25m30.5s,-68.425148,28.88,0.65,-0.68,0.0,7.59,,False,False,V (Johnson),5494.0,,,False,False,0.78,,,0.0,False,,,,,False,2014-08-21
258,HD 113538,b,Radial Velocity,2,663.2,8.4,-7.4,0.0,1.24,0.04,-0.04,,0.14,0.08,-0.08,0.0,,,,,0.36,0.04,-0.04,0.0,Msini,,,,,,,,,False,False,False,0,13h04m57.48s,196.239487,-52d26m34.5s,-52.442924,15.9,,,0.0,9.057,,False,False,V (Johnson),4462.0,145.0,-145.0,False,False,0.58,0.05,-0.05,0.0,False,0.53,0.02,-0.02,False,False,2015-01-08
259,HD 113538,c,Radial Velocity,2,1818.0,25.0,-22.0,0.0,2.44,0.07,-0.07,False,0.2,0.04,-0.04,0.0,,,,,0.93,0.06,-0.06,0.0,Msini,,,,,,,,,False,False,False,0,13h04m57.48s,196.239487,-52d26m34.5s,-52.442924,15.9,,,0.0,9.057,,False,False,V (Johnson),4462.0,145.0,-145.0,False,False,0.58,0.05,-0.05,0.0,False,0.53,0.02,-0.02,False,False,2015-01-08
260,HD 114386,b,Radial Velocity,1,937.7,15.6,-15.6,0.0,1.65,,,False,0.23,0.03,-0.03,0.0,,,,,1.24,,,0.0,Msini,,,,,,,,,False,False,False,0,13h10m39.82s,197.665924,-35d03m17.2s,-35.054783,28.04,1.0,-1.08,0.0,8.73,0.0,False,False,V (Johnson),4804.0,,,False,False,0.68,,,0.0,False,,,,,False,2014-05-14
262,HD 114729,b,Radial Velocity,1,1114.0,15.0,-15.0,0.0,2.11,0.12,-0.12,False,0.167,0.055,-0.055,0.0,,,,,0.95,0.1,-0.1,0.0,Msini,,,,,,,,,False,False,False,0,13h12m44.26s,198.184402,-31d52m24.1s,-31.873348,35.0,1.15,-1.23,0.0,6.68,,False,False,V (Johnson),5821.0,,,False,False,1.0,,,0.0,False,,,,,False,2014-05-14
263,HD 114762,b,Radial Velocity,1,83.9151,0.003,-0.003,0.0,0.353,0.001,-0.001,False,0.3354,0.0048,-0.0048,0.0,,,,,10.98,0.09,-0.09,0.0,Msini,1.11,,,False,,,,,False,False,False,0,13h12m19.74s,198.08226,+17d31m01.6s,17.517122,40.57,2.24,-2.52,0.0,7.301,0.013,False,False,V (Johnson),5673.0,44.0,-44.0,False,False,0.83,0.01,-0.01,0.0,False,1.24,0.05,-0.05,False,False,2014-12-17
264,HD 114783,b,Radial Velocity,1,493.7,1.8,-1.8,0.0,1.16,0.019,-0.019,False,0.144,0.032,-0.032,0.0,,,,,1.1,0.06,-0.06,0.0,Msini,,,,,,,,,False,False,False,0,13h12m43.78s,198.182434,-02d15m54.1s,-2.26504,20.4,0.4,-0.4,0.0,7.55,0.01,False,False,V (Johnson),5135.0,44.0,-44.0,False,False,0.85,0.03,-0.03,0.0,False,,,,,False,2014-05-14
268,HD 117207,b,Radial Velocity,1,2597.0,41.0,-41.0,0.0,3.79,0.22,-0.22,False,0.144,0.035,-0.035,0.0,,,,,1.88,0.17,-0.17,0.0,Msini,,,,,,,,,False,False,False,0,13h29m21.11s,202.337967,-35d34m15.6s,-35.570995,33.01,0.97,-1.03,0.0,7.26,,False,False,V (Johnson),5724.0,,,False,False,1.08,,,0.0,False,,,,,False,2014-05-14
269,HD 11755,b,Radial Velocity,1,433.7,3.2,-3.2,0.0,1.08,0.04,-0.04,False,0.19,0.1,-0.1,0.0,,,,,6.5,1.0,-1.0,0.0,Msini,,,,,,,,,False,False,False,0,01h58m50.09s,29.708696,+73d09m08.6s,73.152382,231.5,22.7,-22.7,0.0,6.87,,False,False,V (Johnson),4312.5,5.0,-5.0,False,False,0.9,0.1,-0.1,0.0,False,27.3,1.0,-1.0,False,False,2015-10-15
270,HD 117618,b,Radial Velocity,1,25.827,0.019,-0.019,0.0,0.176,0.01,-0.01,False,0.42,0.17,-0.17,0.0,,,,,0.178,0.021,-0.021,0.0,Msini,,,,,,,,,False,False,False,1,13h32m25.55s,203.106476,-47d16m16.9s,-47.271362,38.02,1.3,-1.39,0.0,7.169,0.011,False,False,V (Johnson),5990.0,13.0,-13.0,False,False,1.08,,,0.0,False,,,,,False,2014-05-14
271,HD 118203,b,Radial Velocity,1,6.1335,0.0006,-0.0006,0.0,0.07,,,False,0.309,0.014,-0.014,0.0,,,,,2.13,,,0.0,Msini,,,,,,,,,False,False,False,0,13h34m02.54s,203.510574,+53d43m42.7s,53.728531,88.57,6.0,-6.94,0.0,8.05,,False,False,V (Johnson),5600.0,150.0,-150.0,False,False,1.23,0.03,-0.03,0.0,False,,,,,False,2014-05-14
272,HD 11964,b,Radial Velocity,2,1945.0,26.0,-26.0,0.0,3.16,0.19,-0.19,False,0.041,0.047,-0.047,0.0,,,,,0.622,0.056,-0.056,0.0,Msini,,,,,,,,,False,False,False,0,01h57m09.61s,29.290026,-10d14m32.7s,-10.242428,33.98,1.02,-1.08,0.0,6.42,,False,False,V (Johnson),5349.0,44.0,-44.0,False,False,1.12,,,0.0,False,,,,,False,2014-05-14
273,HD 11964,c,Radial Velocity,2,37.91,0.041,-0.041,0.0,0.229,0.013,-0.013,False,0.3,0.17,-0.17,0.0,,,,,0.0788,0.0097,-0.0097,0.0,Msini,,,,,,,,,False,False,False,0,01h57m09.61s,29.290026,-10d14m32.7s,-10.242428,33.98,1.02,-1.08,0.0,6.42,,False,False,V (Johnson),5349.0,44.0,-44.0,False,False,1.12,,,0.0,False,,,,,False,2014-05-14
274,HD 11977,b,Radial Velocity,1,711.0,8.0,-8.0,0.0,1.93,,,False,0.4,0.07,-0.07,0.0,,,,,6.54,,,0.0,Msini,,,,,,,,,False,False,False,0,01h54m56.13s,28.733881,-67d38m50.3s,-67.647301,66.49,2.02,-2.14,0.0,4.69,,False,False,V (Johnson),4970.0,70.0,-70.0,False,False,1.91,0.21,-0.21,0.0,False,10.09,0.32,-0.32,False,False,2014-05-14
275,HD 120084,b,Radial Velocity,1,2082.0,24.0,-35.0,0.0,4.3,,,False,0.66,0.14,-0.1,0.0,,,,,4.5,,,0.0,Msini,,,,,,,,,False,False,False,0,13h42m39.20s,205.663345,+78d03m52.0s,78.064438,97.66,4.46,-4.91,0.0,5.899,0.009,False,False,V (Johnson),4892.0,22.0,-22.0,False,False,2.39,0.06,-0.3,0.0,False,9.12,0.65,-0.61,False,False,2014-05-14
276,HD 121504,b,Radial Velocity,1,63.33,0.03,-0.03,0.0,0.33,,,False,0.03,0.01,-0.01,0.0,,,,,1.22,,,0.0,Msini,,,,,,,,,False,False,False,0,13h57m17.24s,209.321823,-56d02m24.2s,-56.040043,44.37,1.72,-1.87,0.0,7.517,0.011,False,False,V (Johnson),6075.0,,,False,False,1.18,,,0.0,False,,,,,False,2014-05-14
277,HD 12484,b,Radial Velocity,1,58.83,0.08,-0.08,0.0,0.297,0.005,-0.005,False,0.07,0.03,-0.03,0.0,,,,,2.98,0.14,-0.14,0.0,Msini,,,,,,,,,False,False,False,0,02h02m26.73s,30.611374,+02d48m57.1s,2.815859,51.1,2.5,-2.5,0.0,8.17,0.01,False,False,V (Johnson),5920.0,30.0,-30.0,False,False,1.01,0.03,-0.03,0.0,False,,,,,False,2016-02-25
279,HD 125612,b,Radial Velocity,3,559.4,1.3,-1.3,0.0,1.37,,,False,0.46,0.01,-0.01,0.0,,,,,3.0,,,0.0,Msini,,,,,,,,,False,False,False,0,14h20m53.51s,215.222977,-17d28m53.5s,-17.481522,52.83,3.64,-4.22,0.0,8.317,0.014,False,False,V (Johnson),5900.0,18.0,-18.0,False,False,1.09,0.03,-0.03,0.0,False,,,,,False,2014-05-14
281,HD 125612,d,Radial Velocity,3,3008.0,202.0,-202.0,0.0,4.2,,,,0.28,0.12,-0.12,0.0,,,,,7.2,,,0.0,Msini,,,,,,,,,False,False,False,0,14h20m53.51s,215.222977,-17d28m53.5s,-17.481522,52.83,3.64,-4.22,0.0,8.317,0.014,False,False,V (Johnson),5900.0,18.0,-18.0,False,False,1.09,0.03,-0.03,0.0,False,,,,,False,2014-05-14
282,HD 12648,b,Radial Velocity,1,133.6,0.5,-0.5,0.0,0.54,0.02,-0.02,False,0.04,0.16,-0.16,0.0,,,,,2.9,0.4,-0.4,0.0,Msini,,,,,,,,,False,False,False,0,02h18m59.68s,34.748653,+85d44m10.1s,85.736153,158.4,9.0,-9.0,0.0,6.98,,False,False,V (Johnson),4835.8,7.5,-7.5,False,False,1.2,0.1,-0.1,0.0,False,9.2,0.6,-0.6,False,False,2015-10-15
283,HD 12661,b,Radial Velocity,2,262.709,0.083,-0.083,0.0,0.8079,0.0052,-0.0052,False,0.3768,0.0077,-0.0077,0.0,,,,,2.176,0.037,-0.037,0.0,Msini,,,,,,,,,False,False,False,0,02h04m34.29s,31.142866,+25d24m51.5s,25.414305,37.16,1.11,-1.18,0.0,7.425,0.011,False,False,V (Johnson),5748.0,70.0,-70.0,False,False,1.02,0.02,-0.02,0.0,False,1.11,0.08,-0.08,False,False,2014-11-19
284,HD 12661,c,Radial Velocity,2,1708.0,14.0,-14.0,0.0,2.8145,0.0238,-0.0238,False,0.031,0.022,-0.022,0.0,,,,,1.812,0.048,-0.048,0.0,Msini,,,,,,,,,False,False,False,0,02h04m34.29s,31.142866,+25d24m51.5s,25.414305,37.16,1.11,-1.18,0.0,7.425,0.011,False,False,V (Johnson),5748.0,70.0,-70.0,False,False,1.02,0.02,-0.02,0.0,False,1.11,0.08,-0.08,False,False,2014-11-19
285,HD 126614,b,Radial Velocity,1,1244.0,17.0,-17.0,0.0,2.35,0.02,-0.02,False,0.41,0.1,-0.1,0.0,,,,,0.38,0.04,-0.04,0.0,Msini,,,,,,,,,False,False,False,0,14h26m48.28s,216.701172,-05d10m40.0s,-5.17778,68.35,4.98,-5.83,0.0,8.788,0.019,False,False,V (Johnson),5585.0,44.0,-44.0,False,False,1.15,0.03,-0.03,0.0,False,1.09,0.06,-0.06,False,False,2014-05-14
286,HD 128311,b,Radial Velocity,2,453.019,0.404,-0.404,0.0,1.084,0.006,-0.006,False,0.303,0.011,-0.011,0.0,30.0,,,-1.0,1.769,0.023,-0.023,0.0,Msini,,,,,,,,,False,False,False,1,14h36m00.56s,219.002335,+09d44m47.5s,9.746518,,,,,7.51,0.05,False,False,V (Johnson),,,,,False,0.83,0.01,-0.01,0.0,False,0.76,0.02,-0.02,False,False,2015-06-25
287,HD 128311,c,Radial Velocity,2,921.538,1.15,-1.15,0.0,1.74,0.01,-0.01,False,0.159,0.006,-0.006,0.0,55.95,14.553,-14.553,0.0,3.789,0.924,-0.432,0.0,Mass,,,,,,,,,False,False,False,1,14h36m00.56s,219.002335,+09d44m47.5s,9.746518,,,,,7.51,0.05,False,False,V (Johnson),,,,,False,0.83,0.01,-0.01,0.0,False,0.76,0.02,-0.02,False,False,2015-06-25
289,HD 130322,b,Radial Velocity,1,10.70871,0.00018,-0.00018,0.0,0.0925,,,False,0.029,0.016,-0.016,0.0,,,,,1.15,,,0.0,Msini,,,,,,,,,False,False,False,0,14h47m32.73s,221.886368,-00d16m53.3s,-0.281476,29.76,1.28,-1.4,0.0,8.031,0.016,False,False,V (Johnson),5387.0,44.0,-44.0,False,False,0.92,0.03,-0.03,0.0,False,0.85,0.04,-0.04,False,False,2015-02-19
290,HD 131399 A,b,Imaging,1,200887.5,54787.5,-54787.5,0.0,82.0,23.0,-27.0,False,0.35,0.25,-0.25,0.0,40.0,80.0,-20.0,0.0,4.0,1.0,-1.0,0.0,Mass,,,,,,,,,False,False,False,1,14h54m25.31s,223.605453,-34d08m34.0s,-34.142788,98.0,7.0,-7.0,0.0,7.074,0.011,False,False,V (Johnson),9300.0,,,False,False,1.82,,,0.0,False,,,,,False,2016-07-18
292,HD 131664,b,Radial Velocity,1,1951.0,41.0,-41.0,0.0,3.17,0.03,-0.03,False,0.638,0.02,-0.02,0.0,,,,,18.15,0.35,-0.35,0.0,Msini,,,,,,,,,False,False,False,0,15h00m06.08s,225.025314,-73d32m07.2s,-73.535339,57.21,2.8,-3.11,0.0,8.128,0.012,False,False,V (Johnson),5886.0,21.0,-21.0,False,False,1.1,0.03,-0.03,0.0,False,1.16,,,False,False,2014-05-14
299,HD 137388 A,b,Radial Velocity,1,330.0,2.0,-4.0,0.0,0.89,0.02,-0.02,False,0.36,0.12,-0.12,0.0,,,,,0.223,0.029,-0.029,0.0,Msini,,,,,,,,,False,False,False,0,15h35m39.93s,233.916367,-80d12m16.5s,-80.20459,38.45,2.59,-2.99,0.0,8.696,0.013,False,False,V (Johnson),5240.0,53.0,-53.0,False,False,0.86,,,0.0,False,0.82,,,False,False,2014-05-14
300,HD 13908,b,Radial Velocity,2,19.382,0.006,-0.006,0.0,0.154,0.0025,-0.0025,False,0.02,0.018,-0.018,0.0,,,,,0.865,0.035,-0.035,0.0,Msini,,,,,,,,,False,False,False,0,02h18m14.56s,34.560665,+65d35m39.7s,65.59436,66.89,3.6,-4.03,0.0,7.508,0.01,False,False,V (Johnson),6255.0,66.0,-66.0,False,False,1.29,0.04,-0.04,0.0,False,1.67,0.1,-0.1,False,False,2014-05-14
301,HD 13908,c,Radial Velocity,2,931.0,17.0,-17.0,0.0,2.03,0.04,-0.04,False,0.12,0.02,-0.02,0.0,,,,,5.13,0.25,-0.25,0.0,Msini,,,,,,,,,False,False,False,0,02h18m14.56s,34.560665,+65d35m39.7s,65.59436,66.89,3.6,-4.03,0.0,7.508,0.01,False,False,V (Johnson),6255.0,66.0,-66.0,False,False,1.29,0.04,-0.04,0.0,False,1.67,0.1,-0.1,False,False,2014-05-14
302,HD 13931,b,Radial Velocity,1,4218.0,388.0,-388.0,0.0,5.15,0.29,-0.29,False,0.02,0.05,-0.05,0.0,,,,,1.88,0.15,-0.15,0.0,Msini,,,,,,,,,False,False,False,0,02h16m47.38s,34.197414,+43d46m22.8s,43.772995,45.52,1.91,-2.08,0.0,7.597,0.011,False,False,V (Johnson),5829.0,44.0,-44.0,False,False,1.02,0.02,-0.02,0.0,False,1.23,0.06,-0.06,False,False,2014-05-14
303,HD 139357,b,Radial Velocity,1,1125.7,9.0,-9.0,0.0,2.36,0.2,-0.2,False,0.1,0.02,-0.02,0.0,,,,,9.76,2.15,-2.15,0.0,Msini,,,,,,,,,False,False,False,0,15h35m16.20s,233.81749,+53d55m19.7s,53.922142,121.36,7.46,-8.51,0.0,5.964,0.01,False,False,V (Johnson),4700.0,70.0,-70.0,False,False,1.35,0.24,-0.24,0.0,False,11.47,0.75,-0.75,False,False,2014-05-14
